sentence	label
In France , there is an army of patrols ( as they are called ) constantly employed to secure their fiscal regulations against the inroads of the dealers in contraband trade .Mr . Neckar computes the number of these patrols at upwards of twenty thousand .This shows the immense difficulty in preventing that species of traffic , where there is an inland communication , and places in a strong light the disadvantages with which the collection of duties in this country would be encumbered , if by disunion the States should be placed in a situation , with respect to each other , resembling that of France with respect to her neighbors .The arbitrary and vexatious powers with which the patrols are necessarily armed , would be intolerable in a free country .If , on the contrary , there be but one government pervading all the States , there will be , as to the principal part of our commerce , but ONE SIDE to guard -- the ATLANTIC COAST .Vessels arriving directly from foreign countries , laden with valuable cargoes , would rarely choose to hazard themselves to the complicated and critical perils which would attend attempts to unlade prior to their coming into port .They would have to dread both the dangers of the coast , and of detection , as well after as before their arrival at the places of their final destination .An ordinary degree of vigilance would be competent to the prevention of any material infractions upon the rights of the revenue .	0
A few armed vessels , judiciously stationed at the entrances of our ports , might at a small expense be made useful sentinels of the laws .And the government having the same interest to provide against violations everywhere , the co-operation of its measures in each State would have a powerful tendency to render them effectual .Here also we should preserve by Union , an advantage which nature holds out to us , and which would be relinquished by separation .The United States lie at a great distance from Europe , and at a considerable distance from all other places with which they would have extensive connections of foreign trade .The passage from them to us , in a few hours , or in a single night , as between the coasts of France and Britain , and of other neighboring nations , would be impracticable .This is a prodigious security against a direct contraband with foreign countries ; but a circuitous contraband to one State , through the medium of another , would be both easy and safe .The difference between a direct importation from abroad , and an indirect importation through the channel of a neighboring State , in small parcels , according to time and opportunity , with the additional facilities of inland communication , must be palpable to every man of discernment .It is therefore evident , that one national government would be able , at much less expense , to extend the duties on imports , beyond comparison , further than would be practicable to the States separately , or to any partial confederacies .	0
This is an extremity to which no government will of choice accede .Revenue , therefore , must be had at all events .In this country , if the principal part be not drawn from commerce , it must fall with oppressive weight upon land .It has been already intimated that excises , in their true signification , are too little in unison with the feelings of the people , to admit of great use being made of that mode of taxation ; nor , indeed , in the States where almost the sole employment is agriculture , are the objects proper for excise sufficiently numerous to permit very ample collections in that way .Personal estate ( as has been before remarked ) , from the difficulty in tracing it , can not be subjected to large contributions , by any other means than by taxes on consumption .In populous cities , it may be enough the subject of conjecture , to occasion the oppression of individuals , without much aggregate benefit to the State ; but beyond these circles , it must , in a great measure , escape the eye and the hand of the tax-gatherer .As the necessities of the State , nevertheless , must be satisfied in some mode or other , the defect of other resources must throw the principal weight of public burdens on the possessors of land .And as , on the other hand , the wants of the government can never obtain an adequate supply , unless all the sources of revenue are open to its demands , the finances of the community , under such embarrassments , can not be put into a situation consistent with its respectability or its security .	0
Advantage of the Union in Respect to Economy in Government For the Independent Journal .To the People of the State of New York : As CONNECTED with the subject of revenue , we may with propriety consider that of economy .The money saved from one object may be usefully applied to another , and there will be so much the less to be drawn from the pockets of the people .If the States are united under one government , there will be but one national civil list to support ; if they are divided into several confederacies , there will be as many different national civil lists to be provided for -- and each of them , as to the principal departments , coextensive with that which would be necessary for a government of the whole .The entire separation of the States into thirteen unconnected sovereignties is a project too extravagant and too replete with danger to have many advocates .The ideas of men who speculate upon the dismemberment of the empire seem generally turned toward three confederacies -- one consisting of the four Northern , another of the four Middle , and a third of the five Southern States .There is little probability that there would be a greater number .According to this distribution , each confederacy would comprise an extent of territory larger than that of the kingdom of Great Britain .No well-informed man will suppose that the affairs of such a confederacy can be properly regulated by a government less comprehensive in its organs or institutions than that which has been proposed by the convention .	0
When the dimensions of a State attain to a certain magnitude , it requires the same energy of government and the same forms of administration which are requisite in one of much greater extent .This idea admits not of precise demonstration , because there is no rule by which we can measure the momentum of civil power necessary to the government of any given number of individuals ; but when we consider that the island of Britain , nearly commensurate with each of the supposed confederacies , contains about eight millions of people , and when we reflect upon the degree of authority required to direct the passions of so large a society to the public good , we shall see no reason to doubt that the like portion of power would be sufficient to perform the same task in a society far more numerous .Civil power , properly organized and exerted , is capable of diffusing its force to a very great extent ; and can , in a manner , reproduce itself in every part of a great empire by a judicious arrangement of subordinate institutions .The supposition that each confederacy into which the States would be likely to be divided would require a government not less comprehensive than the one proposed , will be strengthened by another supposition , more probable than that which presents us with three confederacies as the alternative to a general Union .If we attend carefully to geographical and commercial considerations , in conjunction with the habits and prejudices of the different States , we shall be led to conclude that in case of disunion they will most naturally league themselves under two governments .	0
The four Eastern States , from all the causes that form the links of national sympathy and connection , may with certainty be expected to unite .New York , situated as she is , would never be unwise enough to oppose a feeble and unsupported flank to the weight of that confederacy .There are other obvious reasons that would facilitate her accession to it .New Jersey is too small a State to think of being a frontier , in opposition to this still more powerful combination ; nor do there appear to be any obstacles to her admission into it .Even Pennsylvania would have strong inducements to join the Northern league .An active foreign commerce , on the basis of her own navigation , is her true policy , and coincides with the opinions and dispositions of her citizens .The more Southern States , from various circumstances , may not think themselves much interested in the encouragement of navigation .They may prefer a system which would give unlimited scope to all nations to be the carriers as well as the purchasers of their commodities .Pennsylvania may not choose to confound her interests in a connection so adverse to her policy .As she must at all events be a frontier , she may deem it most consistent with her safety to have her exposed side turned towards the weaker power of the Southern , rather than towards the stronger power of the Northern , Confederacy .	0
This would give her the fairest chance to avoid being the Flanders of America .Whatever may be the determination of Pennsylvania , if the Northern Confederacy includes New Jersey , there is no likelihood of more than one confederacy to the south of that State .Nothing can be more evident than that the thirteen States will be able to support a national government better than one half , or one third , or any number less than the whole .This reflection must have great weight in obviating that objection to the proposed plan , which is founded on the principle of expense ; an objection , however , which , when we come to take a nearer view of it , will appear in every light to stand on mistaken ground .If , in addition to the consideration of a plurality of civil lists , we take into view the number of persons who must necessarily be employed to guard the inland communication between the different confederacies against illicit trade , and who in time will infallibly spring up out of the necessities of revenue ; and if we also take into view the military establishments which it has been shown would unavoidably result from the jealousies and conflicts of the several nations into which the States would be divided , we shall clearly discover that a separation would be not less injurious to the economy , than to the tranquillity , commerce , revenue , and liberty of every part .	0
The Insufficiency of the Present Confederation to Preserve the Union For the Independent Journal .To the People of the State of New York .IN THE course of the preceding papers , I have endeavored , my fellow-citizens , to place before you , in a clear and convincing light , the importance of Union to your political safety and happiness .I have unfolded to you a complication of dangers to which you would be exposed , should you permit that sacred knot which binds the people of America together be severed or dissolved by ambition or by avarice , by jealousy or by misrepresentation .In the sequel of the inquiry through which I propose to accompany you , the truths intended to be inculcated will receive further confirmation from facts and arguments hitherto unnoticed .If the road over which you will still have to pass should in some places appear to you tedious or irksome , you will recollect that you are in quest of information on a subject the most momentous which can engage the attention of a free people , that the field through which you have to travel is in itself spacious , and that the difficulties of the journey have been unnecessarily increased by the mazes with which sophistry has beset the way .It will be my aim to remove the obstacles from your progress in as compendious a manner as it can be done , without sacrificing utility to despatch .	0
There is scarcely anything that can wound the pride or degrade the character of an independent nation which we do not experience .Are there engagements to the performance of which we are held by every tie respectable among men ? These are the subjects of constant and unblushing violation .Do we owe debts to foreigners and to our own citizens contracted in a time of imminent peril for the preservation of our political existence ? These remain without any proper or satisfactory provision for their discharge .Have we valuable territories and important posts in the possession of a foreign power which , by express stipulations , ought long since to have been surrendered ? These are still retained , to the prejudice of our interests , not less than of our rights .Are we in a condition to resent or to repel the aggression ? We have neither troops , nor treasury , nor government.1 Are we even in a condition to remonstrate with dignity ? The just imputations on our own faith , in respect to the same treaty , ought first to be removed .Are we entitled by nature and compact to a free participation in the navigation of the Mississippi ? Spain excludes us from it .Is public credit an indispensable resource in time of public danger ? We seem to have abandoned its cause as desperate and irretrievable .Is commerce of importance to national wealth ?	0
Ours is at the lowest point of declension .Is respectability in the eyes of foreign powers a safeguard against foreign encroachments ? The imbecility of our government even forbids them to treat with us .Our ambassadors abroad are the mere pageants of mimic sovereignty .Is a violent and unnatural decrease in the value of land a symptom of national distress ? The price of improved land in most parts of the country is much lower than can be accounted for by the quantity of waste land at market , and can only be fully explained by that want of private and public confidence , which are so alarmingly prevalent among all ranks , and which have a direct tendency to depreciate property of every kind .Is private credit the friend and patron of industry ? That most useful kind which relates to borrowing and lending is reduced within the narrowest limits , and this still more from an opinion of insecurity than from the scarcity of money .To shorten an enumeration of particulars which can afford neither pleasure nor instruction , it may in general be demanded , what indication is there of national disorder , poverty , and insignificance that could befall a community so peculiarly blessed with natural advantages as we are , which does not form a part of the dark catalogue of our public misfortunes ? This is the melancholy situation to which we have been brought by those very maxims and councils which would now deter us from adopting the proposed Constitution ; and which , not content with having conducted us to the brink of a precipice , seem resolved to plunge us into the abyss that awaits us below .	0
Here , my countrymen , impelled by every motive that ought to influence an enlightened people , let us make a firm stand for our safety , our tranquillity , our dignity , our reputation .Let us at last break the fatal charm which has too long seduced us from the paths of felicity and prosperity .It is true , as has been before observed that facts , too stubborn to be resisted , have produced a species of general assent to the abstract proposition that there exist material defects in our national system ; but the usefulness of the concession , on the part of the old adversaries of federal measures , is destroyed by a strenuous opposition to a remedy , upon the only principles that can give it a chance of success .While they admit that the government of the United States is destitute of energy , they contend against conferring upon it those powers which are requisite to supply that energy .They seem still to aim at things repugnant and irreconcilable ; at an augmentation of federal authority , without a diminution of State authority ; at sovereignty in the Union , and complete independence in the members .They still , in fine , seem to cherish with blind devotion the political monster of an imperium in imperio .This renders a full display of the principal defects of the Confederation necessary , in order to show that the evils we experience do not proceed from minute or partial imperfections , but from fundamental errors in the structure of the building , which can not be amended otherwise than by an alteration in the first principles and main pillars of the fabric .	0
The great and radical vice in the construction of the existing Confederation is in the principle of LEGISLATION for STATES or GOVERNMENTS , in their CORPORATE or COLLECTIVE CAPACITIES , and as contradistinguished from the INDIVIDUALS of which they consist .Though this principle does not run through all the powers delegated to the Union , yet it pervades and governs those on which the efficacy of the rest depends .Except as to the rule of appointment , the United States has an indefinite discretion to make requisitions for men and money ; but they have no authority to raise either , by regulations extending to the individual citizens of America .The consequence of this is , that though in theory their resolutions concerning those objects are laws , constitutionally binding on the members of the Union , yet in practice they are mere recommendations which the States observe or disregard at their option .It is a singular instance of the capriciousness of the human mind , that after all the admonitions we have had from experience on this head , there should still be found men who object to the new Constitution , for deviating from a principle which has been found the bane of the old , and which is in itself evidently incompatible with the idea of GOVERNMENT ; a principle , in short , which , if it is to be executed at all , must substitute the violent and sanguinary agency of the sword to the mild influence of the magistracy .	0
There is nothing absurd or impracticable in the idea of a league or alliance between independent nations for certain defined purposes precisely stated in a treaty regulating all the details of time , place , circumstance , and quantity ; leaving nothing to future discretion ; and depending for its execution on the good faith of the parties .Compacts of this kind exist among all civilized nations , subject to the usual vicissitudes of peace and war , of observance and non-observance , as the interests or passions of the contracting powers dictate .In the early part of the present century there was an epidemical rage in Europe for this species of compacts , from which the politicians of the times fondly hoped for benefits which were never realized .With a view to establishing the equilibrium of power and the peace of that part of the world , all the resources of negotiation were exhausted , and triple and quadruple alliances were formed ; but they were scarcely formed before they were broken , giving an instructive but afflicting lesson to mankind , how little dependence is to be placed on treaties which have no other sanction than the obligations of good faith , and which oppose general considerations of peace and justice to the impulse of any immediate interest or passion .If the particular States in this country are disposed to stand in a similar relation to each other , and to drop the project of a general DISCRETIONARY SUPERINTENDENCE , the scheme would indeed be pernicious , and would entail upon us all the mischiefs which have been enumerated under the first head ; but it would have the merit of being , at least , consistent and practicable Abandoning all views towards a confederate government , this would bring us to a simple alliance offensive and defensive ; and would place us in a situation to be alternate friends and enemies of each other , as our mutual jealousies and rivalships , nourished by the intrigues of foreign nations , should prescribe to us .	0
Sentences may be denounced against them for violations of their duty ; but these sentences can only be carried into execution by the sword .In an association where the general authority is confined to the collective bodies of the communities , that compose it , every breach of the laws must involve a state of war ; and military execution must become the only instrument of civil obedience .Such a state of things can certainly not deserve the name of government , nor would any prudent man choose to commit his happiness to it .There was a time when we were told that breaches , by the States , of the regulations of the federal authority were not to be expected ; that a sense of common interest would preside over the conduct of the respective members , and would beget a full compliance with all the constitutional requisitions of the Union .This language , at the present day , would appear as wild as a great part of what we now hear from the same quarter will be thought , when we shall have received further lessons from that best oracle of wisdom , experience .It at all times betrayed an ignorance of the true springs by which human conduct is actuated , and belied the original inducements to the establishment of civil power .Why has government been instituted at all ? Because the passions of men will not conform to the dictates of reason and justice , without constraint .	0
Has it been found that bodies of men act with more rectitude or greater disinterestedness than individuals ? The contrary of this has been inferred by all accurate observers of the conduct of mankind ; and the inference is founded upon obvious reasons .Regard to reputation has a less active influence , when the infamy of a bad action is to be divided among a number than when it is to fall singly upon one .A spirit of faction , which is apt to mingle its poison in the deliberations of all bodies of men , will often hurry the persons of whom they are composed into improprieties and excesses , for which they would blush in a private capacity .In addition to all this , there is , in the nature of sovereign power , an impatience of control , that disposes those who are invested with the exercise of it , to look with an evil eye upon all external attempts to restrain or direct its operations .From this spirit it happens , that in every political association which is formed upon the principle of uniting in a common interest a number of lesser sovereignties , there will be found a kind of eccentric tendency in the subordinate or inferior orbs , by the operation of which there will be a perpetual effort in each to fly off from the common centre .This tendency is not difficult to be accounted for .	0
It has its origin in the love of power .Power controlled or abridged is almost always the rival and enemy of that power by which it is controlled or abridged .This simple proposition will teach us how little reason there is to expect , that the persons intrusted with the administration of the affairs of the particular members of a confederacy will at all times be ready , with perfect good-humor , and an unbiased regard to the public weal , to execute the resolutions or decrees of the general authority .The reverse of this results from the constitution of human nature .If , therefore , the measures of the Confederacy can not be executed without the intervention of the particular administrations , there will be little prospect of their being executed at all .The rulers of the respective members , whether they have a constitutional right to do it or not , will undertake to judge of the propriety of the measures themselves .They will consider the conformity of the thing proposed or required to their immediate interests or aims ; the momentary conveniences or inconveniences that would attend its adoption .All this will be done ; and in a spirit of interested and suspicious scrutiny , without that knowledge of national circumstances and reasons of state , which is essential to a right judgment , and with that strong predilection in favor of local objects , which can hardly fail to mislead the decision .	0
The same process must be repeated in every member of which the body is constituted ; and the execution of the plans , framed by the councils of the whole , will always fluctuate on the discretion of the ill-informed and prejudiced opinion of every part .Those who have been conversant in the proceedings of popular assemblies ; who have seen how difficult it often is , where there is no exterior pressure of circumstances , to bring them to harmonious resolutions on important points , will readily conceive how impossible it must be to induce a number of such assemblies , deliberating at a distance from each other , at different times , and under different impressions , long to co-operate in the same views and pursuits .In our case , the concurrence of thirteen distinct sovereign wills is requisite , under the Confederation , to the complete execution of every important measure that proceeds from the Union .It has happened as was to have been foreseen .The measures of the Union have not been executed ; the delinquencies of the States have , step by step , matured themselves to an extreme , which has , at length , arrested all the wheels of the national government , and brought them to an awful stand .Congress at this time scarcely possess the means of keeping up the forms of administration , till the States can have time to agree upon a more substantial substitute for the present shadow of a federal government .	0
The Same Subject Continued ( The Insufficiency of the Present Confederation to Preserve the Union ) From the New York Packet .Tuesday , December 4 , 1787 .To the People of the State of New York : THE tendency of the principle of legislation for States , or communities , in their political capacities , as it has been exemplified by the experiment we have made of it , is equally attested by the events which have befallen all other governments of the confederate kind , of which we have any account , in exact proportion to its prevalence in those systems .The confirmations of this fact will be worthy of a distinct and particular examination .I shall content myself with barely observing here , that of all the confederacies of antiquity , which history has handed down to us , the Lycian and Achaean leagues , as far as there remain vestiges of them , appear to have been most free from the fetters of that mistaken principle , and were accordingly those which have best deserved , and have most liberally received , the applauding suffrages of political writers .This exceptionable principle may , as truly as emphatically , be styled the parent of anarchy : It has been seen that delinquencies in the members of the Union are its natural and necessary offspring ; and that whenever they happen , the only constitutional remedy is force , and the immediate effect of the use of it , civil war .	0
It remains to inquire how far so odious an engine of government , in its application to us , would even be capable of answering its end .If there should not be a large army constantly at the disposal of the national government it would either not be able to employ force at all , or , when this could be done , it would amount to a war between parts of the Confederacy concerning the infractions of a league , in which the strongest combination would be most likely to prevail , whether it consisted of those who supported or of those who resisted the general authority .It would rarely happen that the delinquency to be redressed would be confined to a single member , and if there were more than one who had neglected their duty , similarity of situation would induce them to unite for common defense .Independent of this motive of sympathy , if a large and influential State should happen to be the aggressing member , it would commonly have weight enough with its neighbors to win over some of them as associates to its cause .Specious arguments of danger to the common liberty could easily be contrived ; plausible excuses for the deficiencies of the party could , without difficulty , be invented to alarm the apprehensions , inflame the passions , and conciliate the good-will , even of those States which were not chargeable with any violation or omission of duty .	0
They would always be more ready to pursue the milder course of putting themselves upon an equal footing with the delinquent members by an imitation of their example .And the guilt of all would thus become the security of all .Our past experience has exhibited the operation of this spirit in its full light .There would , in fact , be an insuperable difficulty in ascertaining when force could with propriety be employed .In the article of pecuniary contribution , which would be the most usual source of delinquency , it would often be impossible to decide whether it had proceeded from disinclination or inability .The pretense of the latter would always be at hand .And the case must be very flagrant in which its fallacy could be detected with sufficient certainty to justify the harsh expedient of compulsion .It is easy to see that this problem alone , as often as it should occur , would open a wide field for the exercise of factious views , of partiality , and of oppression , in the majority that happened to prevail in the national council .It seems to require no pains to prove that the States ought not to prefer a national Constitution which could only be kept in motion by the instrumentality of a large army continually on foot to execute the ordinary requisitions or decrees of the government .And yet this is the plain alternative involved by those who wish to deny it the power of extending its operations to individuals .	0
Such a scheme , if practicable at all , would instantly degenerate into a military despotism ; but it will be found in every light impracticable .The resources of the Union would not be equal to the maintenance of an army considerable enough to confine the larger States within the limits of their duty ; nor would the means ever be furnished of forming such an army in the first instance .Whoever considers the populousness and strength of several of these States singly at the present juncture , and looks forward to what they will become , even at the distance of half a century , will at once dismiss as idle and visionary any scheme which aims at regulating their movements by laws to operate upon them in their collective capacities , and to be executed by a coercion applicable to them in the same capacities .A project of this kind is little less romantic than the monster-taming spirit which is attributed to the fabulous heroes and demi-gods of antiquity .Even in those confederacies which have been composed of members smaller than many of our counties , the principle of legislation for sovereign States , supported by military coercion , has never been found effectual .It has rarely been attempted to be employed , but against the weaker members ; and in most instances attempts to coerce the refractory and disobedient have been the signals of bloody wars , in which one half of the confederacy has displayed its banners against the other half .	0
The result of these observations to an intelligent mind must be clearly this , that if it be possible at any rate to construct a federal government capable of regulating the common concerns and preserving the general tranquillity , it must be founded , as to the objects committed to its care , upon the reverse of the principle contended for by the opponents of the proposed Constitution .It must carry its agency to the persons of the citizens .It must stand in need of no intermediate legislations ; but must itself be empowered to employ the arm of the ordinary magistrate to execute its own resolutions .The majesty of the national authority must be manifested through the medium of the courts of justice .The government of the Union , like that of each State , must be able to address itself immediately to the hopes and fears of individuals ; and to attract to its support those passions which have the strongest influence upon the human heart .It must , in short , possess all the means , and have aright to resort to all the methods , of executing the powers with which it is intrusted , that are possessed and exercised by the government of the particular States .To this reasoning it may perhaps be objected , that if any State should be disaffected to the authority of the Union , it could at any time obstruct the execution of its laws , and bring the matter to the same issue of force , with the necessity of which the opposite scheme is reproached .	0
The plausibility of this objection will vanish the moment we advert to the essential difference between a mere NON-COMPLIANCE and a DIRECT and ACTIVE RESISTANCE .If the interposition of the State legislatures be necessary to give effect to a measure of the Union , they have only NOT TO ACT , or to ACT EVASIVELY , and the measure is defeated .This neglect of duty may be disguised under affected but unsubstantial provisions , so as not to appear , and of course not to excite any alarm in the people for the safety of the Constitution .The State leaders may even make a merit of their surreptitious invasions of it on the ground of some temporary convenience , exemption , or advantage .But if the execution of the laws of the national government should not require the intervention of the State legislatures , if they were to pass into immediate operation upon the citizens themselves , the particular governments could not interrupt their progress without an open and violent exertion of an unconstitutional power .No omissions nor evasions would answer the end .They would be obliged to act , and in such a manner as would leave no doubt that they had encroached on the national rights .An experiment of this nature would always be hazardous in the face of a constitution in any degree competent to its own defense , and of a people enlightened enough to distinguish between a legal exercise and an illegal usurpation of authority .	0
The success of it would require not merely a factious majority in the legislature , but the concurrence of the courts of justice and of the body of the people .If the judges were not embarked in a conspiracy with the legislature , they would pronounce the resolutions of such a majority to be contrary to the supreme law of the land , unconstitutional , and void .If the people were not tainted with the spirit of their State representatives , they , as the natural guardians of the Constitution , would throw their weight into the national scale and give it a decided preponderancy in the contest .Attempts of this kind would not often be made with levity or rashness , because they could seldom be made without danger to the authors , unless in cases of a tyrannical exercise of the federal authority .If opposition to the national government should arise from the disorderly conduct of refractory or seditious individuals , it could be overcome by the same means which are daily employed against the same evil under the State governments .The magistracy , being equally the ministers of the law of the land , from whatever source it might emanate , would doubtless be as ready to guard the national as the local regulations from the inroads of private licentiousness .As to those partial commotions and insurrections , which sometimes disquiet society , from the intrigues of an inconsiderable faction , or from sudden or occasional illhumors that do not infect the great body of the community the general government could command more extensive resources for the suppression of disturbances of that kind than would be in the power of any single member .	0
The Same Subject Continued ( The Insufficiency of the Present Confederation to Preserve the Union ) For the Independent Journal .To the People of the State of New York : AN OBJECTION , of a nature different from that which has been stated and answered , in my last address , may perhaps be likewise urged against the principle of legislation for the individual citizens of America .It may be said that it would tend to render the government of the Union too powerful , and to enable it to absorb those residuary authorities , which it might be judged proper to leave with the States for local purposes .Allowing the utmost latitude to the love of power which any reasonable man can require , I confess I am at a loss to discover what temptation the persons intrusted with the administration of the general government could ever feel to divest the States of the authorities of that description .The regulation of the mere domestic police of a State appears to me to hold out slender allurements to ambition .Commerce , finance , negotiation , and war seem to comprehend all the objects which have charms for minds governed by that passion ; and all the powers necessary to those objects ought , in the first instance , to be lodged in the national depository .The administration of private justice between the citizens of the same State , the supervision of agriculture and of other concerns of a similar nature , all those things , in short , which are proper to be provided for by local legislation , can never be desirable cares of a general jurisdiction .	0
It is therefore improbable that there should exist a disposition in the federal councils to usurp the powers with which they are connected ; because the attempt to exercise those powers would be as troublesome as it would be nugatory ; and the possession of them , for that reason , would contribute nothing to the dignity , to the importance , or to the splendor of the national government .But let it be admitted , for argument 's sake , that mere wantonness and lust of domination would be sufficient to beget that disposition ; still it may be safely affirmed , that the sense of the constituent body of the national representatives , or , in other words , the people of the several States , would control the indulgence of so extravagant an appetite .It will always be far more easy for the State governments to encroach upon the national authorities than for the national government to encroach upon the State authorities .The proof of this proposition turns upon the greater degree of influence which the State governments if they administer their affairs with uprightness and prudence , will generally possess over the people ; a circumstance which at the same time teaches us that there is an inherent and intrinsic weakness in all federal constitutions ; and that too much pains can not be taken in their organization , to give them all the force which is compatible with the principles of liberty .	0
The superiority of influence in favor of the particular governments would result partly from the diffusive construction of the national government , but chiefly from the nature of the objects to which the attention of the State administrations would be directed .It is a known fact in human nature , that its affections are commonly weak in proportion to the distance or diffusiveness of the object .Upon the same principle that a man is more attached to his family than to his neighborhood , to his neighborhood than to the community at large , the people of each State would be apt to feel a stronger bias towards their local governments than towards the government of the Union ; unless the force of that principle should be destroyed by a much better administration of the latter .This strong propensity of the human heart would find powerful auxiliaries in the objects of State regulation .The variety of more minute interests , which will necessarily fall under the superintendence of the local administrations , and which will form so many rivulets of influence , running through every part of the society , can not be particularized , without involving a detail too tedious and uninteresting to compensate for the instruction it might afford .There is one transcendant advantage belonging to the province of the State governments , which alone suffices to place the matter in a clear and satisfactory light , -- I mean the ordinary administration of criminal and civil justice .	0
This , of all others , is the most powerful , most universal , and most attractive source of popular obedience and attachment .It is that which , being the immediate and visible guardian of life and property , having its benefits and its terrors in constant activity before the public eye , regulating all those personal interests and familiar concerns to which the sensibility of individuals is more immediately awake , contributes , more than any other circumstance , to impressing upon the minds of the people , affection , esteem , and reverence towards the government .This great cement of society , which will diffuse itself almost wholly through the channels of the particular governments , independent of all other causes of influence , would insure them so decided an empire over their respective citizens as to render them at all times a complete counterpoise , and , not unfrequently , dangerous rivals to the power of the Union .The operations of the national government , on the other hand , falling less immediately under the observation of the mass of the citizens , the benefits derived from it will chiefly be perceived and attended to by speculative men .Relating to more general interests , they will be less apt to come home to the feelings of the people ; and , in proportion , less likely to inspire an habitual sense of obligation , and an active sentiment of attachment .	0
The reasoning on this head has been abundantly exemplified by the experience of all federal constitutions with which we are acquainted , and of all others which have borne the least analogy to them .Though the ancient feudal systems were not , strictly speaking , confederacies , yet they partook of the nature of that species of association .There was a common head , chieftain , or sovereign , whose authority extended over the whole nation ; and a number of subordinate vassals , or feudatories , who had large portions of land allotted to them , and numerous trains of INFERIOR vassals or retainers , who occupied and cultivated that land upon the tenure of fealty or obedience , to the persons of whom they held it .Each principal vassal was a kind of sovereign , within his particular demesnes .The consequences of this situation were a continual opposition to authority of the sovereign , and frequent wars between the great barons or chief feudatories themselves .The power of the head of the nation was commonly too weak , either to preserve the public peace , or to protect the people against the oppressions of their immediate lords .This period of European affairs is emphatically styled by historians , the times of feudal anarchy .When the sovereign happened to be a man of vigorous and warlike temper and of superior abilities , he would acquire a personal weight and influence , which answered , for the time , the purpose of a more regular authority .	0
But in general , the power of the barons triumphed over that of the prince ; and in many instances his dominion was entirely thrown off , and the great fiefs were erected into independent principalities or States .In those instances in which the monarch finally prevailed over his vassals , his success was chiefly owing to the tyranny of those vassals over their dependents .The barons , or nobles , equally the enemies of the sovereign and the oppressors of the common people , were dreaded and detested by both ; till mutual danger and mutual interest effected a union between them fatal to the power of the aristocracy .Had the nobles , by a conduct of clemency and justice , preserved the fidelity and devotion of their retainers and followers , the contests between them and the prince must almost always have ended in their favor , and in the abridgment or subversion of the royal authority .This is not an assertion founded merely in speculation or conjecture .Among other illustrations of its truth which might be cited , Scotland will furnish a cogent example .The spirit of clanship which was , at an early day , introduced into that kingdom , uniting the nobles and their dependants by ties equivalent to those of kindred , rendered the aristocracy a constant overmatch for the power of the monarch , till the incorporation with England subdued its fierce and ungovernable spirit , and reduced it within those rules of subordination which a more rational and more energetic system of civil polity had previously established in the latter kingdom .	0
Other Defects of the Present Confederation For the Independent Journal .To the People of the State of New York : HAVING in the three last numbers taken a summary review of the principal circumstances and events which have depicted the genius and fate of other confederate governments , I shall now proceed in the enumeration of the most important of those defects which have hitherto disappointed our hopes from the system established among ourselves .To form a safe and satisfactory judgment of the proper remedy , it is absolutely necessary that we should be well acquainted with the extent and malignity of the disease .The next most palpable defect of the subsisting Confederation , is the total want of a SANCTION to its laws .The United States , as now composed , have no powers to exact obedience , or punish disobedience to their resolutions , either by pecuniary mulcts , by a suspension or divestiture of privileges , or by any other constitutional mode .There is no express delegation of authority to them to use force against delinquent members ; and if such a right should be ascribed to the federal head , as resulting from the nature of the social compact between the States , it must be by inference and construction , in the face of that part of the second article , by which it is declared , `` that each State shall retain every power , jurisdiction , and right , not EXPRESSLY delegated to the United States in Congress assembled . ``	0
